Battleground,Code,Faction,Class,KB,D,HK,DD,HD,Honor,Win,Lose,Rol,BE
BG,BG2,Alliance,Paladin,4,8,10,49434,18988,185,,1,dps,
BG,BG2,Horde,Mage,12,1,56,54907,3873,419,1,,dps,
BG,BG2,Horde,Death Knight,7,2,51,33027,17150,409,1,,dps,
BG,BG2,Horde,Mage,6,2,51,38638,2456,559,1,,dps,
BG,BG2,Alliance,Shaman,0,9,10,6983,41303,186,,1,heal,
BG,BG3,Alliance,Monk,0,6,4,9076,8398,143,,1,dps,
BG,BG3,Horde,Death Knight,5,0,22,25425,6302,520,1,,dps,
BG,BG3,Horde,Hunter,4,1,29,30894,2304,377,1,,dps,
BG,BG3,Horde,Druid,0,0,37,5414,70045,542,1,,heal,
BG,BG3,Horde,Warlock,6,1,24,25013,16005,367,1,,dps,
BG,BG3,Alliance,Demon Hunter,0,6,6,8472,1798,147,,1,dps,
BG,BG3,Horde,Paladin,1,1,34,10538,24935,544,1,,heal,
BG,BG3,Alliance,Monk,0,5,8,1556,44968,152,,1,heal,
BG,BG3,Alliance,Druid,0,3,5,17832,2562,146,,1,dps,
BG,BG3,Alliance,Shaman,0,0,3,7081,442,101,,1,dps,
BG,BG3,Horde,Rogue,2,1,12,11182,1967,343,1,,dps,
BG,BG3,Horde,Rogue,3,1,24,16420,8102,367,1,,dps,
BG,BG3,Alliance,Demon Hunter,3,4,4,38595,6677,144,,1,dps,
BG,BG3,Alliance,Warrior,1,1,5,6260,870,145,,1,dps,
BG,BG3,Horde,Shaman,0,1,24,3903,21364,516,1,,heal,
BG,BG3,Horde,Hunter,9,0,33,49713,5274,534,1,,dps,
BG,BG3,Alliance,Priest,0,5,3,5137,29520,141,,1,heal,
BG,BG3,Alliance,Warrior,1,5,4,12083,91,143,,1,dps,
BG,BG3,Alliance,Mage,3,3,7,28483,5374,65,,1,dps,
BG,BG3,Horde,Shaman,11,2,38,38895,6568,544,1,,dps,
BG,BG4,Alliance,Shaman,0,2,19,5362,1982,764,1,,dps,
BG,BG4,Alliance,Priest,9,0,37,68070,7779,604,1,,dps,
BG,BG4,Alliance,Monk,7,1,37,33215,7643,604,1,,dps,
BG,BG4,Alliance,Paladin,8,0,39,72723,22079,612,1,,dps,
BG,BG4,Horde,Hunter,0,4,0,35874,5516,115,,1,dps,
BG,BG4,Horde,Hunter,0,3,2,8092,4200,110,,1,dps,
BG,BG4,Horde,Mage,3,2,5,16626,3718,126,,1,dps,
BG,BG4,Horde,Shaman,0,9,0,3159,31023,115,,1,heal,
BG,BG4,Horde,Monk,0,3,1,10158,15965,117,,1,heal,
BG,BG4,Alliance,Demon Hunter,1,0,9,9851,1973,509,1,,dps,
BG,BG4,Horde,Warlock,1,1,5,38656,17995,136,,1,dps,
BG,BG4,Horde,Mage,1,3,3,14831,13896,124,,1,dps,
BG,BG4,Horde,Paladin,0,4,1,14915,10955,117,,1,dps,
BG,BG4,Alliance,Warrior,2,1,22,21614,5073,551,1,,dps,
BG,BG4,Alliance,Shaman,0,0,39,7135,90943,612,1,,heal,
BG,BG4,Horde,Demon Hunter,0,2,1,5971,0,117,,1,dps,
BG,BG4,Alliance,Paladin,3,1,20,21950,6446,547,1,,dps,
BG,BG4,Alliance,Paladin,0,0,8,3575,3463,507,1,,dps,
BG,BG4,Horde,Warlock,0,5,1,27489,19149,117,,1,dps,
BG,BG4,Alliance,Warlock,11,0,38,75321,22441,608,1,,dps,
BG,BG5,Horde,Druid,0,0,20,1838,52542,358,1,,heal,
BG,BG5,Horde,Warrior,2,0,9,19349,315,487,1,,dps,
BG,BG5,Horde,Hunter,6,1,18,93288,7983,355,1,,dps,
BG,BG5,Alliance,Priest,0,4,1,13500,42184,205,,1,heal,
BG,BG5,Horde,Priest,2,0,22,28188,4095,514,1,,dps,
BG,BG5,Horde,Shaman,0,0,22,3021,62329,363,1,,heal,
BG,BG5,Horde,Demon Hunter,6,0,22,47380,7762,515,1,,dps,
BG,BG5,Alliance,Priest,2,1,3,47257,26763,211,,1,dps,
BG,BG5,Alliance,Shaman,0,1,3,25257,25648,211,,1,heal,
BG,BG5,Alliance,Mage,0,5,0,11521,10533,202,,1,dps,
BG,BG5,Horde,Shaman,0,0,14,3011,14531,498,1,,heal,
BG,BG5,Horde,Rogue,3,1,20,32965,2700,359,1,,dps,
BG,BG5,Alliance,Hunter,0,2,1,13386,2302,175,,1,dps,
BG,BG5,Alliance,Shaman,0,2,1,10012,19590,205,,1,heal,
BG,BG5,Alliance,Warrior,0,1,3,4461,105,211,,1,dps,
BG,BG5,Alliance,Paladin,0,1,3,6852,1536,211,,1,dps,
BG,BG5,Alliance,Hunter,0,2,2,51929,9739,208,,1,dps,
BG,BG5,Alliance,Hunter,1,3,3,33120,3651,211,,1,dps,
BG,BG5,Horde,Warlock,3,1,18,24069,11209,505,1,,dps,
BG,BG5,Horde,Druid,0,0,20,743,64975,359,1,,heal,
BG,BG6,Horde,Warrior,9,0,47,61047,8097,558,1,,dps,
BG,BG6,Alliance,Demon Hunter,0,8,0,52850,5448,187,,1,dps,
BG,BG6,Horde,Demon Hunter,3,0,37,51960,2985,388,1,,dps,
BG,BG6,Horde,Warrior,0,0,48,89098,12649,560,1,,dps,
BG,BG6,Horde,Shaman,0,0,32,2971,39918,528,1,,heal,
BG,BG6,Alliance,Demon Hunter,0,6,0,44644,6760,172,,1,dps,
BG,BG6,Horde,Death Knight,9,0,46,71646,16102,556,1,,dps,
BG,BG6,Alliance,Druid,0,1,0,0,32218,142,,1,heal,
BG,BG6,Horde,Mage,2,0,30,33017,5245,374,1,,dps,
BG,BG6,Alliance,Monk,0,4,0,1110,24319,187,,1,heal,
BG,BG6,Alliance,Warlock,0,9,0,71967,24561,187,,1,dps,
BG,BG6,Horde,Demon Hunter,1,0,17,10280,915,498,1,,dps,
BG,BG6,Alliance,Death Knight,0,2,0,14892,14134,142,,1,dps,
BG,BG6,Horde,Mage,4,0,48,61508,4299,560,1,,dps,
BG,BG6,Alliance,Demon Hunter,0,0,0,872,445,187,,1,dps,
BG,BG6,Horde,Paladin,11,0,47,54087,15989,558,1,,dps,
BG,BG6,Horde,Monk,0,0,47,10568,127000,558,1,,heal,
BG,BG6,Alliance,Priest,0,5,0,4206,37555,187,,1,heal,
BG,BG6,Alliance,Warrior,0,1,0,1818,0,127,,1,dps,
BG,BG6,Alliance,Death Knight,0,2,0,5683,5309,187,,1,dps,
BG,BG7,Alliance,Warrior,3,4,21,41100,23172,778,1,,dps,
BG,BG7,Horde,Druid,0,5,12,1118,99044,145,,1,heal,
BG,BG7,Horde,Hunter,4,4,16,33017,6854,150,,1,dps,
BG,BG7,Horde,Hunter,4,1,26,22624,7012,174,,1,dps,
BG,BG7,Alliance,Warlock,8,3,30,38779,17181,817,1,,dps,
BG,BG7,Horde,Hunter,5,3,22,41010,7769,161,,1,dps,
BG,BG7,Alliance,Rogue,3,2,19,24494,7590,561,1,,dps,
BG,BG7,Horde,Shaman,1,5,10,5254,50267,138,,1,heal,
BG,BG7,Alliance,Shaman,1,3,27,30826,9849,584,1,,dps,
BG,BG7,Horde,Mage,3,4,21,22158,12842,159,,1,dps,
BG,BG7,Horde,Mage,0,7,13,36633,6862,143,,1,dps,
BG,BG7,Alliance,Mage,2,4,9,38542,4321,743,1,,dps,
BG,BG7,Alliance,Paladin,13,1,34,86224,25128,832,1,,dps,
BG,BG7,Horde,Hunter,1,5,10,54158,9919,135,,1,dps,
BG,BG7,Horde,Druid,1,2,13,13693,20245,144,,1,heal,
BG,BG7,Horde,Demon Hunter,7,5,22,111000,15850,167,,1,dps,
BG,BG7,Alliance,Paladin,5,1,29,59524,26524,589,1,,dps,
BG,BG7,Alliance,Shaman,1,2,29,7425,51759,583,1,,heal,
BG,BG7,Alliance,Paladin,1,4,7,46376,15261,733,1,,dps,
BG,BG7,Alliance,Death Knight,2,3,25,61206,22649,790,1,,dps,
BG,BG8,Horde,Warlock,3,0,22,48823,14259,670,1,,dps,1
BG,BG8,Horde,Warrior,3,3,17,48932,15757,667,1,,dps,1
BG,BG8,Horde,Mage,4,1,29,24388,2596,683,1,,dps,1
BG,BG8,Alliance,Priest,1,4,9,17734,8223,288,,1,dps,1
BG,BG8,Horde,Mage,6,1,24,67905,7930,670,1,,dps,1
BG,BG8,Horde,Warrior,6,1,21,53403,16902,674,1,,dps,1
BG,BG8,Alliance,Priest,3,5,7,36252,16261,281,,1,dps,1
BG,BG8,Horde,Shaman,0,2,27,10925,68694,680,1,,heal,1
BG,BG8,Horde,Hunter,5,0,15,21996,0,656,1,,dps,1
BG,BG8,Alliance,Paladin,0,2,5,5778,5784,258,,1,heal,1
BG,BG8,Alliance,Druid,0,1,11,1256,84714,297,,1,heal,1
BG,BG8,Alliance,Paladin,0,5,6,51890,12249,278,,1,dps,1
BG,BG8,Horde,Druid,4,2,23,55751,13024,669,1,,dps,1
BG,BG8,Horde,Paladin,0,1,27,6631,55709,679,1,,heal,1
BG,BG8,Alliance,Warrior,2,4,7,27514,4503,281,,1,dps,1
BG,BG8,Alliance,Monk,2,4,9,40972,26314,290,,1,dps,1
BG,BG8,Alliance,Mage,2,2,11,43490,11718,297,,1,dps,1
BG,BG8,Horde,Shaman,4,2,25,61060,1578,673,1,,dps,1
BG,BG8,Alliance,Hunter,0,1,5,12015,4128,242,,1,dps,1
BG,BG9,Alliance,Hunter,5,5,20,73062,12905,989,1,,dps,1
BG,BG9,Horde,Death Knight,4,7,30,95493,29129,296,,1,dps,1
BG,BG9,Alliance,Druid,0,4,45,224,215000,1077,1,,heal,1
BG,BG9,Horde,Druid,2,3,28,49531,13027,291,,1,dps,1
BG,BG9,Alliance,Warrior,4,3,26,63651,31561,1007,1,,dps,1
BG,BG9,Horde,Shaman,1,7,28,8938,99399,290,,1,heal,1
BG,BG9,Horde,Mage,7,5,28,127000,23979,293,,1,dps,1
BG,BG9,Horde,Warrior,3,5,25,44336,6910,296,,1,dps,1
BG,BG9,Alliance,Rogue,11,3,35,45332,8293,1037,1,,dps,1
BG,BG9,Alliance,Warrior,6,4,38,100000,12070,1048,1,,dps,1
BG,BG9,Alliance,Mage,8,3,39,96730,7997,1054,1,,dps,1
BG,BG9,Horde,Monk,0,5,28,3990,101000,289,,1,heal,1
BG,BG9,Alliance,Warlock,8,5,38,86617,52555,1054,1,,dps,1
BG,BG9,Horde,Paladin,9,4,35,192000,46517,315,,1,dps,1
BG,BG9,Horde,Death Knight,5,5,25,70827,20915,289,,1,dps,1
BG,BG9,Horde,Warrior,2,7,21,52432,4377,279,,1,dps,1
BG,BG9,Alliance,Rogue,4,2,35,58944,4813,1035,1,,dps,1
BG,BG9,Horde,Death Knight,4,4,16,39249,26497,276,,1,dps,1
BG,BG9,Alliance,Shaman,1,4,35,44200,142000,698,1,,heal,1
BG,BG9,Alliance,Warlock,3,7,25,82345,29406,672,1,,dps,1
BG,BG10,Horde,Hunter,4,0,8,28773,3928,336,1,,dps,
BG,BG10,Horde,Druid,0,0,22,1818,179000,514,1,,heal,
BG,BG10,Horde,Demon Hunter,4,0,21,66986,7942,514,1,,dps,
BG,BG10,Alliance,Hunter,0,2,0,16669,4304,172,,1,dps,
BG,BG10,Alliance,Hunter,0,4,7,50752,13190,190,,1,dps,
BG,BG10,Horde,Shaman,0,2,19,10968,88406,512,1,,heal,
BG,BG10,Alliance,Warrior,1,0,2,12938,2906,179,,1,dps,
BG,BG10,Alliance,Warrior,1,3,3,8580,3849,183,,1,dps,
BG,BG10,Alliance,Druid,0,1,3,61503,755,182,,1,dps,
BG,BG10,Horde,Warlock,3,2,21,57596,20110,514,1,,dps,
BG,BG10,Horde,Warlock,3,0,20,71472,17020,516,1,,dps,
BG,BG10,Alliance,Paladin,0,2,1,0,56983,160,,1,heal,
BG,BG10,Alliance,Warlock,3,3,9,96378,29466,197,,1,dps,
BG,BG10,Horde,Warrior,5,2,14,49937,14438,378,1,,dps,
BG,BG10,Horde,Paladin,4,1,21,69992,25463,362,1,,dps,
BG,BG10,Alliance,Priest,1,2,5,27113,77543,185,,1,heal,
BG,BG10,Alliance,Druid,0,4,3,3724,6158,183,,1,heal,
BG,BG10,Horde,Demon Hunter,4,2,21,40051,6659,363,1,,dps,
BG,BG10,Alliance,Warrior,1,2,3,17515,410,182,,1,dps,
BG,BG10,Horde,Demon Hunter,1,1,21,26795,1614,512,1,,dps,
BG,BG11,Horde,Death Knight,1,0,14,17038,11942,347,1,,dps,
BG,BG11,Horde,Hunter,0,0,14,31409,2725,497,1,,dps,
BG,BG11,Horde,Paladin,2,0,21,27294,15874,511,1,,dps,
BG,BG11,Horde,Warrior,6,1,16,23478,2245,501,1,,dps,
BG,BG11,Horde,Warrior,6,1,18,26419,5497,497,1,,dps,
BG,BG11,Horde,Paladin,2,0,21,1838,52741,511,1,,heal,
BG,BG11,Alliance,Paladin,0,2,3,55422,11236,166,,1,dps,
BG,BG11,Horde,Shaman,0,0,15,8015,64070,351,1,,heal,
BG,BG11,Horde,Warrior,1,2,14,23118,2056,349,1,,dps,
BG,BG11,Horde,Demon Hunter,1,0,21,21644,10471,511,1,,dps,
BG,BG11,Horde,Warrior,1,0,9,9409,1033,489,1,,dps,
BG,BG11,Alliance,Hunter,1,1,3,8058,2416,167,,1,dps,
BG,BG11,Alliance,Rogue,0,1,2,4373,1069,166,,1,dps,
BG,BG11,Alliance,Hunter,1,1,1,6121,1327,161,,1,dps,
BG,BG11,Alliance,Monk,1,5,3,31448,14585,167,,1,dps,
BG,BG11,Alliance,Hunter,0,6,4,31924,5502,171,,1,dps,
BG,BG12,Horde,Warrior,3,4,8,38457,5352,146,,1,dps,
BG,BG12,Alliance,Druid,3,4,28,34703,6249,557,1,,dps,
BG,BG12,Horde,Warrior,1,5,9,31721,1171,148,,1,dps,
BG,BG12,Horde,Rogue,1,4,8,29680,10595,146,,1,dps,
BG,BG12,Horde,Shaman,0,7,8,14569,64481,146,,1,heal,
BG,BG12,Horde,Rogue,1,4,9,27807,1661,148,,1,dps,
BG,BG12,Horde,Priest,1,5,9,24202,63842,148,,1,heal,
BG,BG12,Horde,Priest,0,3,8,13578,6885,146,,1,dps,
BG,BG12,Alliance,Priest,6,2,25,85170,22911,775,1,,dps,
BG,BG12,Horde,Druid,1,0,7,23191,10470,144,,1,dps,
BG,BG12,Alliance,Warrior,1,0,16,10206,1572,758,1,,dps,
BG,BG12,Alliance,Warrior,12,0,36,41656,3957,811,1,,dps,
BG,BG12,Horde,Rogue,1,4,8,30254,9574,146,,1,dps,
BG,BG12,Horde,Hunter,0,1,7,21819,1979,144,,1,dps,
BG,BG12,Alliance,Paladin,0,0,21,7749,52641,762,1,,heal,
BG,BG12,Alliance,Mage,4,0,20,39708,409,760,1,,dps,
BG,BG12,Alliance,Warrior,3,1,25,13093,174,777,1,,dps,
BG,BG12,Alliance,Warlock,4,0,36,75698,14705,811,1,,dps,
BG,BG12,Alliance,Warrior,4,1,36,63787,7516,811,1,,dps,
BG,BG12,Alliance,Monk,0,1,32,516,117000,795,1,,heal,
BG,BG13,Horde,Warrior,2,4,29,19886,2915,532,1,,dps,
BG,BG13,Alliance,Paladin,0,3,16,16158,8072,201,,1,dps,
BG,BG13,Horde,Demon Hunter,9,3,36,17010,13374,400,1,,dps,
BG,BG13,Alliance,Rogue,2,6,17,10223,1022,204,,1,dps,
BG,BG13,Alliance,Demon Hunter,2,5,27,18184,1077,224,,1,dps,
BG,BG13,Alliance,Monk,9,5,31,26001,18171,236,,1,dps,
BG,BG13,Horde,Warlock,3,3,32,27319,20566,388,1,,dps,
BG,BG13,Horde,Warrior,2,3,7,7190,72,486,1,,dps,
BG,BG13,Horde,Shaman,2,2,21,18661,3799,503,1,,dps,
BG,BG13,Horde,Hunter,8,4,33,47819,2398,391,1,,dps,
BG,BG13,Alliance,Hunter,7,2,28,32654,1827,230,,1,dps,
BG,BG13,Alliance,Death Knight,3,3,26,26450,8498,226,,1,dps,
BG,BG13,Horde,Shaman,1,6,27,5136,47706,525,1,,heal,
BG,BG13,Alliance,Paladin,1,3,14,3918,5727,197,,1,heal,
BG,BG13,Alliance,Druid,2,3,20,28567,6885,212,,1,dps,
BG,BG13,Horde,Shaman,4,5,29,17411,6764,529,1,,dps,
BG,BG13,Horde,Priest,5,4,24,25677,14269,369,1,,dps,
BG,BG13,Alliance,Paladin,1,3,27,3320,56390,224,,1,heal,
BG,BG13,Horde,Paladin,2,0,12,8004,1824,505,1,,dps,
BG,BG13,Alliance,Demon Hunter,7,5,29,43702,2318,232,,1,dps,
BG,BG14,Alliance,Mage,2,3,16,17842,4086,509,1,,dps,
BG,BG14,Horde,Warrior,2,5,16,12875,9739,173,,1,dps,
BG,BG14,Alliance,Hunter,10,2,37,39952,6818,551,1,,dps,
BG,BG14,Alliance,Warlock,2,3,28,19670,15925,382,1,,dps,
BG,BG14,Alliance,Demon Hunter,1,4,27,20314,2488,374,1,,dps,
BG,BG14,Horde,Warrior,5,3,16,12360,897,177,,1,dps,
BG,BG14,Alliance,Druid,0,3,20,1449,34559,361,1,,heal,
BG,BG14,Horde,Demon Hunter,6,3,22,27615,5366,193,,1,dps,
BG,BG14,Alliance,Warrior,8,3,36,33178,2201,394,1,,dps,
BG,BG14,Horde,Shaman,1,6,22,7179,42196,194,,1,heal,
BG,BG14,Horde,Warlock,2,5,21,22808,13292,189,,1,dps,
BG,BG14,Alliance,Druid,10,1,44,43183,8469,565,1,,dps,
BG,BG14,Alliance,Warrior,8,1,32,17498,3366,538,1,,dps,
BG,BG14,Alliance,Paladin,5,2,40,33816,12701,560,1,,dps,
BG,BG14,Horde,Death Knight,4,7,18,29558,13978,183,,1,dps,
BG,BG14,Alliance,Death Knight,1,7,15,15382,8608,504,1,,dps,
BG,BG14,Horde,Druid,2,4,22,29908,3776,189,,1,dps,
BG,BG14,Horde,Death Knight,4,4,18,22348,12307,180,,1,dps,
BG,BG14,Horde,Rogue,1,5,13,11851,2518,165,,1,dps,
BG,BG14,Horde,Paladin,1,5,17,2312,24190,177,,1,heal,
BG,BG15,Horde,Rogue,7,0,25,13547,2293,378,1,,dps,
BG,BG15,Horde,Hunter,5,1,28,16167,1690,379,1,,dps,
BG,BG15,Horde,Paladin,1,1,8,10903,4449,485,1,,dps,
BG,BG15,Alliance,Priest,0,2,2,1130,13428,139,,1,heal,
BG,BG15,Alliance,Rogue,0,3,1,964,2071,139,,1,dps,
BG,BG15,Horde,Shaman,0,0,28,3740,36886,527,1,,heal,
BG,BG15,Horde,Rogue,1,0,20,13687,1538,361,1,,dps,
BG,BG15,Alliance,Hunter,1,1,2,2666,402,110,,1,dps,
BG,BG15,Alliance,Rogue,0,2,4,3686,3172,144,,1,dps,
BG,BG15,Horde,Paladin,7,0,26,21372,7173,371,1,,dps,
BG,BG15,Alliance,Mage,1,5,3,13910,8891,141,,1,dps,
BG,BG15,Alliance,Rogue,1,6,3,16141,2741,144,,1,dps,
BG,BG15,Alliance,Warlock,0,4,3,23924,17004,141,,1,dps,
BG,BG15,Horde,Rogue,0,2,17,8964,854,505,1,,dps,
BG,BG15,Horde,Warlock,4,0,27,21642,9028,523,1,,dps,
BG,BG15,Alliance,Shaman,1,5,3,7476,2542,134,,1,dps,
BG,BG15,Alliance,Priest,1,2,2,9393,8427,139,,1,dps,
BG,BG15,Horde,Druid,3,0,24,14931,3200,517,1,,dps,
BG,BG15,Alliance,Druid,0,1,1,3326,801,137,,1,dps,
BG,BG15,Horde,Paladin,4,1,23,17228,7512,374,1,,dps,
BG,BG16,Alliance,Druid,0,4,9,524,23763,145,,1,heal,
BG,BG16,Horde,Death Knight,5,1,27,25186,14420,523,1,,dps,
BG,BG16,Horde,Demon Hunter,1,4,22,18539,594,364,1,,dps,
BG,BG16,Alliance,Demon Hunter,1,3,9,13985,2410,144,,1,dps,
BG,BG16,Alliance,Mage,0,5,9,14465,6638,144,,1,dps,
BG,BG16,Horde,Shaman,0,2,27,3469,31656,523,1,,heal,
BG,BG16,Alliance,Death Knight,1,3,10,11823,5543,147,,1,dps,
BG,BG16,Alliance,Druid,0,2,5,263,19462,135,,1,heal,
BG,BG16,Horde,Paladin,6,2,11,21348,7193,365,1,,dps,
BG,BG16,Alliance,Druid,1,1,8,16602,3269,142,,1,dps,
BG,BG16,Horde,Demon Hunter,1,0,12,15571,3013,495,1,,dps,
BG,BG16,Horde,Mage,3,0,25,8107,3011,370,1,,dps,
BG,BG16,Alliance,Rogue,1,2,5,6613,1813,135,,1,dps,
BG,BG16,Horde,Demon Hunter,5,2,26,23585,5757,371,1,,dps,
BG,BG16,Alliance,Paladin,3,3,12,17675,5534,152,,1,dps,
BG,BG16,Horde,Rogue,2,1,16,7612,2420,503,1,,dps,
BG,BG16,Alliance,Hunter,2,5,8,16273,3274,143,,1,dps,
BG,BG16,Horde,Demon Hunter,8,0,32,28829,4829,385,1,,dps,
BG,BG16,Alliance,Warrior,2,5,5,16207,5416,137,,1,dps,
BG,BG16,Horde,Priest,1,1,29,8091,13856,379,1,,heal,
TK,TK1,Alliance,Death Knight,6,3,58,25925,11314,554,1,,dps,
TK,TK1,Alliance,Mage,6,2,57,28438,5258,251,1,,dps,
TK,TK1,Alliance,Druid,8,3,55,45584,7932,547,1,,dps,
TK,TK1,Alliance,Shaman,0,0,59,7664,54796,405,1,,heal,
TK,TK1,Horde,Warrior,2,6,12,32693,7929,185,,1,dps,
TK,TK1,Alliance,Paladin,8,0,63,36252,11032,413,1,,dps,
TK,TK1,Alliance,Druid,0,0,63,519,112000,563,1,,heal,
TK,TK1,Horde,Warlock,0,7,11,26600,16275,183,,1,dps,
TK,TK1,Horde,Mage,0,8,11,29222,19680,183,,1,dps,
TK,TK1,Horde,Paladin,1,8,13,30888,4536,187,,1,dps,
TK,TK1,Horde,Demon Hunter,3,6,12,53560,3941,185,,1,dps,
TK,TK1,Horde,Shaman,1,7,13,4277,26203,187,,1,heal,
TK,TK1,Horde,Hunter,3,4,14,55258,1439,189,,1,dps,
TK,TK1,Alliance,Warlock,7,2,53,30572,25501,396,1,,dps,
TK,TK1,Alliance,Warrior,12,1,59,50490,11310,555,1,,dps,
TK,TK1,Horde,Demon Hunter,4,7,11,44185,4955,183,,1,dps,
TK,TK1,Alliance,Paladin,3,3,62,21305,5853,561,1,,dps,
TK,TK1,Horde,Monk,0,4,11,182,19596,183,,1,heal,
TK,TK1,Horde,Warlock,0,6,12,7665,7230,185,,1,dps,
TK,TK1,Alliance,Rogue,12,0,63,40777,2773,413,1,,dps,
TK,TK2,Alliance,Warrior,7,3,39,47600,15357,562,1,,dps,
TK,TK2,Alliance,Druid,0,0,40,727,98081,789,1,,heal,
TK,TK2,Horde,Monk,0,4,11,4183,77442,157,,1,heal,
TK,TK2,Horde,Death Knight,1,3,14,36888,7085,163,,1,dps,
TK,TK2,Horde,Druid,1,7,9,43025,5737,153,,1,dps,
TK,TK2,Alliance,Paladin,7,0,40,79804,11908,564,1,,dps,
TK,TK2,Horde,Shaman,0,3,9,6092,28164,153,,1,heal,
TK,TK2,Alliance,Warrior,9,2,38,58892,13942,784,1,,dps,
TK,TK2,Alliance,Hunter,1,3,35,30043,1733,551,1,,dps,
TK,TK2,Horde,Warlock,1,1,10,54384,15453,145,,1,dps,
TK,TK2,Horde,Warrior,4,6,13,51673,3985,161,,1,dps,
TK,TK2,Horde,Warrior,1,4,14,43972,21916,163,,1,dps,
TK,TK2,Horde,Warrior,3,5,10,52674,5553,155,,1,dps,
TK,TK2,Alliance,Druid,1,0,40,2881,76860,564,1,,heal,
TK,TK2,Alliance,Mage,4,0,40,39389,2558,564,1,,dps,
TK,TK2,Horde,Warrior,1,6,10,40636,7398,155,,1,dps,
TK,TK2,Alliance,Death Knight,5,2,39,46325,38957,787,1,,dps,
TK,TK2,Horde,Shaman,0,0,6,420,21512,147,,1,heal,
TK,TK2,Alliance,Death Knight,2,3,37,52797,10996,556,1,,dps,
TK,TK2,Alliance,Druid,4,2,35,55274,10055,551,1,,dps,
TK,TK3,Alliance,Paladin,1,3,19,28403,9156,260,,1,dps,
TK,TK3,Horde,Demon Hunter,4,4,36,33317,8092,532,1,,dps,
TK,TK3,Horde,Demon Hunter,3,2,41,15656,3075,542,1,,dps,
TK,TK3,Horde,Mage,4,1,42,32779,8813,544,1,,dps,
TK,TK3,Horde,Death Knight,5,2,38,27892,21767,536,1,,dps,
TK,TK3,Alliance,Shaman,2,7,16,31373,2979,250,,1,dps,
TK,TK3,Horde,Warlock,6,4,35,34928,21698,380,1,,dps,
TK,TK3,Horde,Hunter,6,2,40,36875,3791,540,1,,dps,
TK,TK3,Alliance,Monk,4,6,20,40171,15493,262,,1,dps,
TK,TK3,Horde,Shaman,0,3,36,9444,115000,532,1,,heal,
TK,TK3,Alliance,Mage,3,5,14,80459,25562,243,,1,dps,
TK,TK3,Alliance,Warrior,6,6,18,58965,10083,261,,1,dps,
TK,TK3,Alliance,Demon Hunter,2,3,21,18810,10863,267,,1,dps,
TK,TK3,Alliance,Warrior,1,2,7,27430,3198,163,,1,dps,
TK,TK3,Alliance,Warlock,1,2,4,14054,3579,154,,1,dps,
TK,TK3,Horde,Demon Hunter,5,2,38,42652,6062,536,1,,dps,
TK,TK3,Alliance,Paladin,2,4,17,17365,6644,256,,1,dps,
TK,TK3,Alliance,Rogue,1,5,18,40260,1691,258,,1,dps,
TK,TK3,Horde,Warlock,3,3,42,38129,18149,544,1,,dps,
TK,TK3,Horde,Paladin,6,0,44,56388,19717,548,1,,dps,
TK,TK4,Alliance,Paladin,15,3,51,110000,25344,406,,1,dps,
TK,TK4,Alliance,Warlock,12,2,53,107000,33890,414,,1,dps,
TK,TK4,Horde,Shaman,10,4,41,89306,13354,535,1,,dps,
TK,TK4,Alliance,Hunter,9,5,48,111000,8083,399,,1,dps,
TK,TK4,Horde,Paladin,8,6,39,71519,14853,531,1,,dps,
TK,TK4,Horde,Warrior,8,5,41,57200,10280,385,1,,dps,
TK,TK4,Horde,Druid,7,7,38,56858,4410,529,1,,dps,
TK,TK4,Alliance,Death Knight,6,3,51,62616,20198,406,,1,dps,
TK,TK4,Alliance,Death Knight,5,7,45,52500,14125,391,,1,dps,
TK,TK4,Horde,Mage,4,4,41,75821,18728,535,1,,dps,
TK,TK4,Alliance,Warrior,3,7,40,49141,5890,378,,1,dps,
TK,TK4,Horde,Rogue,3,5,38,58952,3635,529,1,,dps,
TK,TK4,Horde,Druid,2,6,34,24641,9937,521,1,,dps,
TK,TK4,Alliance,Mage,2,6,42,40390,12718,388,,1,dps,
TK,TK4,Alliance,Priest,1,1,54,32768,95948,417,,1,heal,
TK,TK4,Horde,Shaman,0,8,35,10532,109000,523,1,,heal,
TK,TK4,Alliance,Paladin,0,5,44,8162,31777,391,,1,heal,
TK,TK4,Horde,Death Knight,0,5,35,30200,50294,373,1,,dps,
TK,TK4,Alliance,Mage,0,4,41,33043,5391,383,,1,dps,
TK,TK4,Horde,Druid,0,4,38,842,98411,379,1,,heal,
TK,TK5,Alliance,Hunter,5,2,27,52828,4933,337,,1,dps,
TK,TK5,Horde,Demon Hunter,8,1,56,78372,9397,563,1,,dps,
TK,TK5,Alliance,Demon Hunter,2,8,17,67018,13042,309,,1,dps,
TK,TK5,Horde,Warrior,11,3,50,61415,14373,401,1,,dps,
TK,TK5,Horde,Demon Hunter,7,5,48,44773,6194,395,1,,dps,
TK,TK5,Alliance,Death Knight,4,7,19,47193,17033,308,,1,dps,
TK,TK5,Alliance,Druid,4,3,26,85965,12005,336,,1,dps,
TK,TK5,Horde,Warlock,4,5,49,53797,32985,393,1,,dps,
TK,TK5,Horde,Shaman,0,4,52,19266,76639,555,1,,heal,
TK,TK5,Alliance,Mage,0,7,21,16805,5233,318,,1,dps,
TK,TK5,Alliance,Priest,0,6,19,2014,20466,309,,1,heal,
